Order ID	Order Date	Order Priority	Order Quantity	Sales	Unit Price	Ship Mode	Shipping Cost	Province	Customer Segment	Product Category	Product Sub-Category	Product Container	Ship Date
33091	1/25/2011	High	24	265.35	11.06	Regular Air	11.59	Ontario	Home Office	Office Supplies	Paper	Small Box	1/27/2011
25095	1/25/2011	Low	18	693.06	38.50	Regular Air	9.83	Ontario	Consumer	Office Supplies	Envelopes	Small Box	1/30/2011
52199	1/26/2011	Medium	19	92.24	4.85	Regular Air	5.24	Alberta	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	1/27/2011
24388	1/26/2011	Critical	15	8662.34	577.49	Delivery Truck	49	Prince Edward Island	Corporate	Technology	Copiers and Fax	Jumbo Drum	1/27/2011
49601	1/26/2011	Low	15	1756.46	117.10	Delivery Truck	30	Manitoba	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	02/02/2011
51974	1/26/2011	High	10	1290.37	129.04	Regular Air	24.49	Saskachewan	Small Business	Office Supplies	Appliances	Large Box	1/27/2011
51974	1/26/2011	High	2	23.18	11.59	Regular Air	6.19	Saskachewan	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	1/27/2011
24960	1/27/2011	High	48	1760.35	36.67	Express Air	7.53	Ontario	Small Business	Technology	Computer Peripherals	Small Box	1/28/2011
15106	1/27/2011	Not Specified	42	283.58	6.75	Regular Air	4.95	Northwest Territories	Home Office	Furniture	Office Furnishings	Small Pack	1/29/2011
15106	1/27/2011	Not Specified	39	5403.37	138.55	Delivery Truck	17.85	Northwest Territories	Home Office	Technology	Office Machines	Jumbo Drum	1/27/2011
24960	1/27/2011	High	37	1436.94	38.84	Regular Air	5.08	Ontario	Small Business	Office Supplies	Paper	Wrap Bag	1/28/2011
24960	1/27/2011	High	35	5797.68	165.65	Regular Air	4.2	Ontario	Small Business	Technology	Telephones and Communication	Small Box	1/28/2011
15106	1/27/2011	Not Specified	35	82.15	2.35	Regular Air	1.12	Northwest Territories	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	1/29/2011
24960	1/27/2011	High	18	125.8	6.99	Regular Air	5.87	Ontario	Small Business	Office Supplies	Paper	Small Box	1/29/2011
59652	1/27/2011	Medium	17	312,035	18355.00	Regular Air	0.99	Yukon	Home Office	Technology	Telephones and Communication	Small Pack	1/29/2011
26529	1/28/2011	Low	41	12125.14	295.74	Delivery Truck	14.7	Saskachewan	Consumer	Technology	Office Machines	Jumbo Drum	02/01/2011
59047	1/28/2011	Not Specified	26	113.85	4.38	Regular Air	6.6	Prince Edward Island	Corporate	Furniture	Office Furnishings	Small Box	1/30/2011
26529	1/28/2011	Low	17	201.72	11.87	Regular Air	11.25	Alberta	Consumer	Office Supplies	Paper	Small Box	02/01/2011
59047	1/28/2011	Not Specified	10	266.94	26.69	Regular Air	1.99	Prince Edward Island	Corporate	Technology	Computer Peripherals	Small Pack	1/28/2011
59139	1/29/2011	Critical	38	189.49	4.99	Regular Air	2.99	Alberta	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	1/30/2011
30151	1/29/2011	Not Specified	31	792.76	25.57	Regular Air	12.98	Quebec	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	1/31/2011
59139	1/29/2011	Critical	12	849.51	70.79	Regular Air	3.5	Alberta	Home Office	Office Supplies	Appliances	Small Box	1/30/2011
24640	1/29/2011	Medium	12	1379.98	115.00	Delivery Truck	30	Ontario	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	1/30/2011
8480	1/29/2011	High	11	76.36	6.94	Regular Air	8.74	Ontario	Corporate	Office Supplies	Paper	Small Box	1/31/2011
8480	1/29/2011	High	3	3,099,015	1033005.00	Regular Air	7.69	Ontario	Corporate	Technology	Telephones and Communication	Small Box	1/31/2011
21760	1/30/2011	Not Specified	9	71.2	7.91	Regular Air	5.21	Yukon	Home Office	Furniture	Office Furnishings	Small Box	1/31/2011
52482	1/31/2011	Critical	30	717.21	23.91	Regular Air	3.63	Manitoba	Corporate	Furniture	Office Furnishings	Small Pack	02/02/2011
58981	1/31/2011	High	28	1262.75	45.10	Regular Air	5.1	Alberta	Corporate	Office Supplies	Appliances	Medium Box	02/02/2011
52482	1/31/2011	Critical	21	848.2	40.39	Express Air	5.33	Manitoba	Corporate	Office Supplies	Appliances	Small Box	1/31/2011
8802	1/31/2011	Medium	15	1866.12	124.41	Regular Air	24.49	Saskachewan	Small Business	Office Supplies	Appliances	Large Box	02/02/2011
27430	1/31/2011	High	12	82.64	6.89	Regular Air	2.35	Quebec	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	02/01/2011
27430	1/31/2011	High	3	315.27	105.09	Regular Air	13.99	Nova Scotia	Small Business	Furniture	Office Furnishings	Medium Box	02/01/2011
42788	10/13/2011	Critical	26	241.92	9.30	Regular Air	2.27	Saskachewan	Small Business	Office Supplies	Paper	Wrap Bag	10/15/2011
27872	10/13/2011	Not Specified	25	388.71	15.55	Regular Air	7.27	Alberta	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	10/15/2011
5989	10/14/2011	Medium	21	56.77	2.70	Regular Air	1.34	Yukon	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	10/15/2011
5989	10/14/2011	Medium	6	155.48	25.91	Regular Air	5.37	Yukon	Corporate	Office Supplies	Appliances	Medium Box	10/16/2011
51300	10/15/2011	Medium	43	344.24	8.01	Regular Air	1.99	Saskachewan	Home Office	Technology	Computer Peripherals	Small Pack	10/17/2011
12611	10/15/2011	Medium	13	189.99	14.61	Express Air	1.49	Saskachewan	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	10/17/2011
12419	10/15/2011	Critical	12	22079.47	1839.96	Regular Air	13.99	Northwest Territories	Corporate	Technology	Office Machines	Medium Box	10/17/2011
2657	10/16/2011	High	37	21,432,155	579247.43	Regular Air	8.99	Manitoba	Home Office	Technology	Telephones and Communication	Small Box	10/17/2011
2657	10/16/2011	High	30	8316.76	277.23	Delivery Truck	23.19	Manitoba	Home Office	Office Supplies	Appliances	Jumbo Drum	10/18/2011
9124	10/16/2011	Low	29	157.4	5.43	Regular Air	7.28	Manitoba	Small Business	Office Supplies	Paper	Small Box	10/21/2011
9124	10/16/2011	Low	17	2637.78	155.16	Regular Air	6.5	Manitoba	Small Business	Technology	Computer Peripherals	Small Box	10/16/2011
47075	10/17/2011	Medium	42	4346.98	103.50	Delivery Truck	35.84	Manitoba	Home Office	Furniture	Bookcases	Jumbo Box	10/19/2011
1666	10/17/2011	Critical	19	5642.18	296.96	Express Air	19.99	Saskachewan	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	10/19/2011
33734	10/17/2011	Not Specified	13	371.94	28.61	Regular Air	4.86	Northwest Territories	Corporate	Office Supplies	Paper	Wrap Bag	10/18/2011
35110	10/18/2011	High	49	1435.32	29.29	Regular Air	1.99	Ontario	Corporate	Technology	Computer Peripherals	Small Pack	10/20/2011
11271	10/18/2011	High	46	157.87	3.43	Regular Air	3.97	Nova Scotia	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	10/20/2011
27363	10/18/2011	Medium	16	323.26	20.20	Regular Air	6.67	Manitoba	Small Business	Furniture	Office Furnishings	Small Pack	10/19/2011
35110	10/18/2011	High	14	12805.25	914.66	Regular Air	19.99	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	10/19/2011
27363	10/18/2011	Medium	6	646.14	107.69	Regular Air	35	Yukon	Small Business	Office Supplies	Storage & Organization	Large Box	10/20/2011
13126	10/19/2011	Not Specified	45	6325.65	140.57	Delivery Truck	28.63	Alberta	Consumer	Furniture	Chairs & Chairmats	Jumbo Drum	10/21/2011
13126	10/19/2011	Not Specified	43	24233.54	563.57	Regular Air	24.49	Alberta	Consumer	Technology	Copiers and Fax	Large Box	10/20/2011
31777	10/19/2011	Not Specified	32	6483.42	202.61	Delivery Truck	23.76	Manitoba	Small Business	Furniture	Chairs & Chairmats	Jumbo Drum	10/21/2011
31777	10/19/2011	Not Specified	10	137.77	13.78	Regular Air	6.47	Manitoba	Small Business	Office Supplies	Paper	Small Box	10/19/2011
13126	10/19/2011	Not Specified	2	380.62	190.31	Delivery Truck	29.21	Alberta	Consumer	Furniture	Tables	Jumbo Box	10/21/2011
37891	10/20/2011	High	33	5,154,009	156182.09	Regular Air	13.99	Ontario	Small Business	Technology	Telephones and Communication	Medium Box	10/22/2011
18532	10/20/2011	Not Specified	31	507.58	16.37	Regular Air	10.68	Quebec	Home Office	Office Supplies	Storage & Organization	Small Box	10/22/2011
18532	10/20/2011	Not Specified	29	230.77	7.96	Regular Air	7.77	Quebec	Home Office	Office Supplies	Scissors, Rulers and Trimmers	Small Pack	10/21/2011
135	10/20/2011	Not Specified	25	125.85	5.03	Regular Air	4.62	Quebec	Consumer	Technology	Computer Peripherals	Small Pack	10/22/2011
37891	10/20/2011	High	24	163.36	6.81	Regular Air	6.6	Ontario	Small Business	Office Supplies	Paper	Small Box	10/22/2011
55744	10/20/2011	Critical	23	415,055	18045.87	Regular Air	0.99	Quebec	Consumer	Technology	Telephones and Communication	Small Pack	10/21/2011
37891	10/20/2011	High	21	44.08	2.10	Express Air	0.7	Ontario	Small Business	Office Supplies	Rubber Bands	Wrap Bag	10/22/2011
16320	10/20/2011	Not Specified	17	18,569,695	1092335.00	Regular Air	8.08	Prince Edward Island	Small Business	Technology	Telephones and Communication	Small Box	10/22/2011
11493	10/20/2011	Critical	16	111.9	6.99	Regular Air	1.22	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	10/22/2011
29158	10/20/2011	High	12	2266.7	188.89	Delivery Truck	23.76	British Columbia	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	10/21/2011
42148	10/20/2011	Critical	11	45.31	4.12	Regular Air	2.97	British Columbia	Corporate	Office Supplies	Paper	Wrap Bag	10/23/2011
37891	10/20/2011	High	4	1135.64	283.91	Delivery Truck	66.67	Ontario	Small Business	Furniture	Tables	Jumbo Box	10/20/2011
57380	10/20/2011	Low	3	545.88	181.96	Delivery Truck	52.2	Alberta	Consumer	Furniture	Tables	Jumbo Box	10/24/2011
55650	10/21/2011	Low	41	1258.97	30.71	Regular Air	5.5	Manitoba	Home Office	Technology	Computer Peripherals	Small Box	10/23/2011
52389	10/21/2011	Critical	31	655.33	21.14	Regular Air	8.99	New Brunswick	Corporate	Office Supplies	Pens & Art Supplies	Small Pack	10/21/2011
41987	10/21/2011	Not Specified	25	6,481,048	259241.92	Delivery Truck	29.2	Alberta	Corporate	Furniture	Tables	Jumbo Box	10/22/2011
54215	10/21/2011	High	14	321.21	22.94	Regular Air	1.99	British Columbia	Small Business	Technology	Computer Peripherals	Small Pack	10/23/2011
20160	10/22/2011	Low	42	435.24	10.36	Express Air	1.79	Northwest Territories	Small Business	Office Supplies	Paper	Wrap Bag	10/24/2011
35	10/22/2011	Not Specified	30	288.56	9.62	Regular Air	2.25	British Columbia	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	10/23/2011
53728	10/22/2011	High	27	1502.66	55.65	Regular Air	1.49	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	10/23/2011
35	10/22/2011	Not Specified	14	1,892,848	135203.43	Regular Air	8.99	British Columbia	Corporate	Technology	Telephones and Communication	Small Box	10/24/2011
8773	10/22/2011	Critical	5	2,207,875	441575.00	Regular Air	5	Nova Scotia	Home Office	Technology	Telephones and Communication	Small Pack	10/22/2011
4387	10/22/2011	Critical	4	640.21	160.05	Delivery Truck	39.25	Ontario	Corporate	Furniture	Tables	Jumbo Box	10/23/2011
11040	10/23/2011	Not Specified	44	1102.28	25.05	Regular Air	6.71	Ontario	Corporate	Office Supplies	Envelopes	Small Box	10/23/2011
4512	10/24/2011	Low	43	6077.11	141.33	Delivery Truck	43.75	Ontario	Home Office	Furniture	Tables	Jumbo Box	10/29/2011
21893	10/24/2011	Critical	30	532.11	17.74	Express Air	8.13	Ontario	Home Office	Office Supplies	Envelopes	Small Box	10/25/2011
47106	10/25/2011	Medium	40	6,618,457	165461.43	Regular Air	5.99	Nova Scotia	Home Office	Technology	Telephones and Communication	Small Box	10/27/2011
47106	10/25/2011	Medium	37	2192.63	59.26	Regular Air	3.99	Quebec	Home Office	Office Supplies	Appliances	Small Box	10/27/2011
20384	10/25/2011	Low	32	6902.51	215.70	Delivery Truck	110.2	Quebec	Corporate	Furniture	Tables	Jumbo Box	10/29/2011
20384	10/25/2011	Low	30	396.6	13.22	Regular Air	9.37	Quebec	Corporate	Office Supplies	Storage & Organization	Small Box	11/01/2011
33987	10/25/2011	High	27	15,211,345	563383.15	Regular Air	3.99	British Columbia	Small Business	Technology	Telephones and Communication	Small Box	10/26/2011
33987	10/25/2011	High	19	1616.87	85.10	Delivery Truck	30	Ontario	Small Business	Furniture	Chairs & Chairmats	Jumbo Drum	10/26/2011
39041	10/26/2011	Critical	47	418.03	8.89	Express Air	7.96	British Columbia	Corporate	Furniture	Office Furnishings	Small Box	10/26/2011
26144	10/26/2011	High	28	75.74	2.71	Regular Air	0.99	Saskachewan	Small Business	Office Supplies	Labels	Small Box	10/27/2011
13472	10/26/2011	Critical	26	106.03	4.08	Regular Air	0.5	Nova Scotia	Home Office	Office Supplies	Labels	Small Box	10/27/2011
39041	10/26/2011	Critical	23	336.86	14.65	Regular Air	5.3	British Columbia	Corporate	Furniture	Office Furnishings	Wrap Bag	10/28/2011
52195	10/26/2011	Not Specified	19	267	14.05	Regular Air	7.17	Nova Scotia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	10/27/2011
27717	10/26/2011	Critical	19	75.19	3.96	Regular Air	7.5	Manitoba	Corporate	Office Supplies	Labels	Small Box	10/29/2011
58055	10/27/2011	Critical	26	208.6	8.02	Regular Air	5.21	Prince Edward Island	Consumer	Furniture	Office Furnishings	Small Box	10/29/2011
31109	10/28/2011	Low	49	1515	30.92	Regular Air	12.62	Alberta	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	11/01/2011
17377	10/28/2011	Low	39	110.38	2.83	Regular Air	1.2	Ontario	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	10/30/2011
34082	10/28/2011	Not Specified	35	764.32	21.84	Regular Air	8.99	Ontario	Corporate	Office Supplies	Pens & Art Supplies	Small Pack	10/30/2011
32001	10/28/2011	Low	22	494.84	22.49	Regular Air	3.63	Quebec	Small Business	Furniture	Office Furnishings	Small Pack	11/02/2011
34082	10/28/2011	Not Specified	20	38.56	1.93	Regular Air	1.49	Ontario	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	10/29/2011
34082	10/28/2011	Not Specified	19	2536.18	133.48	Regular Air	19.99	Ontario	Corporate	Office Supplies	Storage & Organization	Small Box	10/29/2011
32001	10/28/2011	Low	11	3443.21	313.02	Regular Air	13.99	Quebec	Small Business	Technology	Office Machines	Medium Box	10/30/2011
57287	10/28/2011	Not Specified	11	472.12	42.92	Regular Air	1.99	Saskachewan	Corporate	Technology	Computer Peripherals	Small Pack	10/29/2011
53283	10/28/2011	High	2	25.07	12.54	Regular Air	5.76	British Columbia	Home Office	Technology	Office Machines	Medium Box	10/29/2011
22657	10/29/2011	High	36	9544.18	265.12	Express Air	11.25	British Columbia	Corporate	Technology	Computer Peripherals	Small Box	10/30/2011
48164	10/29/2011	High	33	94.39	2.86	Regular Air	0.7	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	10/31/2011
5092	10/29/2011	Low	25	978.77	39.15	Regular Air	13.26	Nova Scotia	Consumer	Office Supplies	Paper	Small Box	11/03/2011
38628	10/29/2011	Low	23	667,998	29043.39	Regular Air	1.25	New Brunswick	Small Business	Technology	Telephones and Communication	Small Pack	11/03/2011
22657	10/29/2011	High	8	32.92	4.12	Regular Air	2	British Columbia	Corporate	Office Supplies	Rubber Bands	Wrap Bag	10/30/2011
5092	10/29/2011	Low	3	709.04	236.35	Delivery Truck	64.66	Nova Scotia	Consumer	Furniture	Bookcases	Jumbo Box	10/29/2011
27559	10/30/2011	High	38	465.9	12.26	Regular Air	4.86	Nova Scotia	Home Office	Office Supplies	Paper	Small Box	10/31/2011
20898	10/30/2011	Medium	33	1,756,593	53230.09	Regular Air	5.63	Yukon	Consumer	Technology	Telephones and Communication	Small Box	11/01/2011
19557	10/30/2011	Low	26	66.6	2.56	Regular Air	0.8	Manitoba	Corporate	Office Supplies	Rubber Bands	Wrap Bag	11/03/2011
19557	10/30/2011	Low	9	312.25	34.69	Regular Air	5.1	Manitoba	Corporate	Office Supplies	Storage & Organization	Small Box	10/30/2011
420	10/30/2011	Not Specified	8	43.29	5.41	Regular Air	4.86	Alberta	Small Business	Office Supplies	Paper	Small Box	10/30/2011
420	10/30/2011	Not Specified	6	41.7	6.95	Regular Air	5.37	Alberta	Small Business	Office Supplies	Paper	Small Box	11/01/2011
50726	10/31/2011	Low	45	9248.74	205.53	Delivery Truck	23.76	Alberta	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	11/04/2011
51557	10/31/2011	High	36	1749.07	48.59	Regular Air	5.79	Alberta	Corporate	Office Supplies	Paper	Small Box	11/02/2011
59205	10/31/2011	Critical	35	597.04	17.06	Regular Air	7.04	Saskachewan	Home Office	Office Supplies	Storage & Organization	Small Box	11/02/2011
23781	10/31/2011	Critical	30	200.24	6.67	Regular Air	5.84	Saskachewan	Home Office	Office Supplies	Paper	Small Box	11/02/2011
50726	10/31/2011	Low	21	98.88	4.71	Express Air	0.99	Alberta	Corporate	Office Supplies	Labels	Small Box	10/31/2011
51557	10/31/2011	High	14	37.9	2.71	Regular Air	2.4	Alberta	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	10/31/2011
59205	10/31/2011	Critical	11	54.59	4.96	Regular Air	6.89	Saskachewan	Home Office	Office Supplies	Labels	Small Box	11/02/2011
57091	10/31/2011	Medium	6	14.85	2.48	Express Air	1.02	Ontario	Home Office	Office Supplies	Rubber Bands	Wrap Bag	11/01/2011
16260	11/13/2011	High	47	14,960,096	318299.91	Delivery Truck	42.52	Ontario	Corporate	Furniture	Tables	Jumbo Box	11/14/2011
40934	11/13/2011	Not Specified	28	49.49	1.77	Regular Air	0.7	Quebec	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	11/14/2011
40934	11/13/2011	Not Specified	11	4,041,495	367408.64	Regular Air	4.99	Quebec	Home Office	Technology	Telephones and Communication	Small Box	11/15/2011
3235	11/14/2011	Low	31	142.97	4.61	Express Air	0.7	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	11/16/2011
871	11/14/2011	Low	17	104.94	6.17	Regular Air	5.22	Yukon	Home Office	Furniture	Office Furnishings	Small Box	11/14/2011
59554	11/15/2011	Critical	40	718.6	17.97	Regular Air	4	Ontario	Consumer	Technology	Computer Peripherals	Small Box	11/16/2011
38272	11/15/2011	Critical	39	71.04	1.82	Regular Air	1.49	British Columbia	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	11/17/2011
59973	11/15/2011	Low	30	4,982,944	166098.13	Delivery Truck	29.1	Saskachewan	Small Business	Furniture	Tables	Jumbo Box	11/19/2011
59973	11/15/2011	Low	29	11039.75	380.68	Delivery Truck	14.7	Saskachewan	Small Business	Technology	Office Machines	Jumbo Drum	11/15/2011
14662	11/16/2011	High	48	257.75	5.37	Regular Air	4.75	Nova Scotia	Corporate	Office Supplies	Paper	Small Box	11/17/2011
14662	11/16/2011	High	48	5,139,882	107080.88	Regular Air	8.99	Nova Scotia	Corporate	Technology	Telephones and Communication	Small Box	11/17/2011
41413	11/16/2011	Low	46	1765.64	38.38	Regular Air	14.45	British Columbia	Corporate	Furniture	Office Furnishings	Large Box	11/18/2011
57121	11/16/2011	Not Specified	42	199.24	4.74	Regular Air	4.72	Alberta	Consumer	Office Supplies	Paper	Small Box	11/18/2011
6982	11/16/2011	Not Specified	41	844.09	20.59	Regular Air	10.49	Nunavut	Corporate	Furniture	Office Furnishings	Small Box	11/18/2011
6982	11/16/2011	Not Specified	32	1311.25	40.98	Express Air	1.99	Nunavut	Corporate	Technology	Computer Peripherals	Small Pack	11/18/2011
14662	11/16/2011	High	24	39.69	1.65	Regular Air	1	Newfoundland	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	11/17/2011
41413	11/16/2011	Low	23	156.5	6.80	Regular Air	6	British Columbia	Corporate	Office Supplies	Paper	Small Box	11/20/2011
41413	11/16/2011	Low	17	10134.55	596.15	Regular Air	24.49	British Columbia	Corporate	Technology	Copiers and Fax	Large Box	11/23/2011
16993	11/16/2011	Medium	8	1,383,919	172989.88	Regular Air	2.5	New Brunswick	Small Business	Technology	Telephones and Communication	Small Box	11/16/2011
6982	11/16/2011	Not Specified	5	544.41	108.88	Delivery Truck	57.38	Nunavut	Corporate	Furniture	Bookcases	Jumbo Box	11/18/2011
57121	11/16/2011	Not Specified	3	5,046,705	1682235.00	Regular Air	4.2	Alberta	Consumer	Technology	Telephones and Communication	Small Box	11/18/2011
44003	11/17/2011	Low	38	202.42	5.33	Regular Air	2.99	British Columbia	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/21/2011
46951	11/17/2011	Critical	26	23,793,285	915126.35	Regular Air	5.92	Manitoba	Corporate	Technology	Telephones and Communication	Small Box	11/18/2011
15264	11/17/2011	Medium	13	90.15	6.93	Regular Air	0.49	Quebec	Home Office	Office Supplies	Labels	Small Box	11/17/2011
15264	11/17/2011	Medium	3	3581.52	1193.84	Regular Air	19.99	Quebec	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/19/2011
35687	11/18/2011	Not Specified	48	620.23	12.92	Express Air	4.98	Manitoba	Home Office	Furniture	Office Furnishings	Small Pack	11/19/2011
21859	11/18/2011	High	42	401.37	9.56	Regular Air	5.71	Ontario	Corporate	Furniture	Office Furnishings	Small Box	11/19/2011
32647	11/18/2011	High	32	671.75	20.99	Regular Air	4	Manitoba	Consumer	Technology	Computer Peripherals	Small Box	11/20/2011
29383	11/18/2011	Medium	30	217.42	7.25	Regular Air	4	Ontario	Corporate	Furniture	Office Furnishings	Wrap Bag	11/19/2011
51200	11/18/2011	Medium	29	1617.88	55.79	Regular Air	5.5	Alberta	Small Business	Technology	Computer Peripherals	Small Box	11/21/2011
29383	11/18/2011	Medium	29	2,738,785	94440.86	Regular Air	2.5	Ontario	Corporate	Technology	Telephones and Communication	Small Box	11/20/2011
29383	11/18/2011	Medium	28	195.11	6.97	Regular Air	8.73	Ontario	Corporate	Office Supplies	Paper	Small Box	11/19/2011
32647	11/18/2011	High	27	9541.04	353.37	Delivery Truck	84.84	Manitoba	Consumer	Furniture	Tables	Jumbo Box	11/20/2011
29383	11/18/2011	Medium	20	157.13	7.86	Regular Air	2.38	Ontario	Corporate	Technology	Computer Peripherals	Small Pack	11/20/2011
20960	11/18/2011	Low	19	195.96	10.31	Regular Air	6.5	British Columbia	Corporate	Technology	Computer Peripherals	Small Box	11/23/2011
59009	11/18/2011	Critical	19	614.91	32.36	Express Air	17.08	Ontario	Consumer	Office Supplies	Paper	Small Box	11/20/2011
36640	11/18/2011	Not Specified	18	416.39	23.13	Express Air	1.99	Yukon	Corporate	Technology	Computer Peripherals	Small Pack	11/20/2011
37252	11/19/2011	Low	50	2337.03	46.74	Regular Air	19.99	Manitoba	Corporate	Technology	Computer Peripherals	Small Box	11/21/2011
44256	11/19/2011	Low	49	1889.04	38.55	Express Air	8.99	British Columbia	Corporate	Office Supplies	Pens & Art Supplies	Small Pack	11/26/2011
55873	11/19/2011	Low	48	15602.93	325.06	Delivery Truck	26.53	Manitoba	Corporate	Technology	Office Machines	Jumbo Drum	11/26/2011
27298	11/19/2011	Low	40	7813.7	195.34	Regular Air	24.49	British Columbia	Small Business	Technology	Copiers and Fax	Large Box	11/23/2011
44256	11/19/2011	Low	39	301.36	7.73	Regular Air	2.87	British Columbia	Corporate	Office Supplies	Paper	Wrap Bag	11/28/2011
37252	11/19/2011	Low	34	29345.27	863.10	Delivery Truck	44.55	Manitoba	Corporate	Furniture	Bookcases	Jumbo Box	11/24/2011
27298	11/19/2011	Low	31	164.92	5.32	Regular Air	4.86	British Columbia	Small Business	Office Supplies	Paper	Small Box	11/24/2011
26176	11/19/2011	High	30	5,544,295	184809.83	Regular Air	4.81	Manitoba	Home Office	Technology	Telephones and Communication	Medium Box	11/20/2011
25318	11/19/2011	Critical	22	440.92	20.04	Express Air	10.49	Northwest Territories	Small Business	Furniture	Office Furnishings	Small Box	11/21/2011
37252	11/19/2011	Low	21	1503.49	71.59	Regular Air	3.5	Manitoba	Corporate	Office Supplies	Appliances	Small Box	11/21/2011
32069	11/19/2011	Not Specified	17	114.94	6.76	Regular Air	9.68	Manitoba	Consumer	Office Supplies	Paper	Small Box	11/21/2011
44256	11/19/2011	Low	17	114.28	6.72	Regular Air	5.84	British Columbia	Corporate	Office Supplies	Paper	Small Box	11/24/2011
26176	11/19/2011	High	14	94.32	6.74	Regular Air	8.19	Manitoba	Home Office	Office Supplies	Paper	Small Box	11/21/2011
49952	11/19/2011	High	12	1323.67	110.31	Express Air	5.81	Northwest Territories	Corporate	Furniture	Office Furnishings	Medium Box	11/20/2011
32069	11/19/2011	Not Specified	8	1100	137.50	Delivery Truck	17.85	Quebec	Consumer	Technology	Office Machines	Jumbo Drum	11/19/2011
37252	11/19/2011	Low	1	10.62	10.62	Regular Air	2.38	Manitoba	Corporate	Technology	Computer Peripherals	Small Pack	11/23/2011
25318	11/19/2011	Critical	1	3.2	3.20	Regular Air	1.49	Alberta	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	11/21/2011
26214	11/20/2011	Medium	41	1901.29	46.37	Regular Air	6.77	Saskachewan	Small Business	Furniture	Office Furnishings	Small Box	11/21/2011
26214	11/20/2011	Medium	19	305.68	16.09	Express Air	1.39	Saskachewan	Small Business	Office Supplies	Envelopes	Small Box	11/21/2011
47747	11/21/2011	High	40	102.15	2.55	Express Air	5.33	New Brunswick	Consumer	Furniture	Office Furnishings	Small Box	11/23/2011
42370	11/21/2011	High	33	125.27	3.80	Regular Air	4.83	Alberta	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/23/2011
56484	11/21/2011	Not Specified	15	1121.84	74.79	Regular Air	12.14	British Columbia	Small Business	Technology	Computer Peripherals	Small Box	11/22/2011
56484	11/21/2011	Not Specified	6	176.58	29.43	Regular Air	2.99	British Columbia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	11/22/2011
10342	11/22/2011	Medium	45	5181.08	115.14	Delivery Truck	58.72	Ontario	Consumer	Furniture	Bookcases	Jumbo Box	11/24/2011
6433	11/22/2011	Medium	41	159.26	3.88	Regular Air	0.5	Quebec	Home Office	Office Supplies	Labels	Small Box	11/23/2011
10342	11/22/2011	Medium	38	1679.04	44.19	Regular Air	14.45	Ontario	Consumer	Furniture	Office Furnishings	Large Box	11/24/2011
26948	11/22/2011	High	38	273.89	7.21	Regular Air	7.72	Saskachewan	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/23/2011
10342	11/22/2011	Medium	38	10567.45	278.09	Regular Air	11.64	Ontario	Consumer	Technology	Copiers and Fax	Large Box	11/23/2011
26948	11/22/2011	High	21	203.55	9.69	Express Air	2.25	Quebec	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	11/23/2011
34913	11/22/2011	Medium	15	107.63	7.18	Regular Air	5.48	Saskachewan	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/24/2011
10342	11/22/2011	Medium	2	2055.97	1027.99	Express Air	13.99	Ontario	Consumer	Technology	Office Machines	Medium Box	11/24/2011
36359	11/23/2011	High	2	68.66	34.33	Regular Air	5.76	British Columbia	Corporate	Office Supplies	Paper	Small Box	11/24/2011
